filename,date_start,date_end,crs,width,height,res_x,bands,lon_min,lon_max,lat_min,lat_max,uncomp_mb,comp_mb,compression_ratio,zone_results
Toktogul_mosaic_20180101_20190101.tif,20180101,20190101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.36,77.6,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20190101_20200101.tif,20190101,20200101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.4,71.5,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20200101_20210101.tif,20200101,20210101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.38,74.6,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20210101_20220101.tif,20210101,20220101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.36,79.3,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20220101_20230101.tif,20220101,20230101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.36,78.6,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20230101_20240101.tif,20230101,20240101,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.38,75.4,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20240101_20241231.tif,20240101,20241231,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.46,61.6,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
Toktogul_mosaic_20250101_20251231.tif,20250101,20251231,EPSG:32643,5300,5600,10.0,1,72.5694996092696,73.22402644700264,41.589417556726005,42.105137813727,28.31,0.37,76.6,"{'43T': 'ok:29680000_valid_px', '44T': 'ok:0_valid_px'}"
